Time,u_control_output,T_Reactor_Temperature,Ca_Concentration_Reactor,op_Cooling_Jacket_Temperature,ie_Integral_of_Error
6.233333333333333393e+00,2.703304403742624800e+02,3.607326372667569103e+02,4.207630339233049965e-01,2.739945160784090490e+02,7.557875777476938395e-02
6.266666666666666607e+00,2.739945160784090490e+02,3.603810949005629141e+02,4.113663758110517321e-01,2.777147364181950593e+02,8.729683664790255371e-02
6.299999999999999822e+00,2.777147364181950593e+02,3.600658768353506503e+02,4.034892444674690326e-01,2.810505524405049300e+02,9.780410548831131035e-02
6.333333333333333037e+00,2.810505524405049300e+02,3.597994304669579719e+02,3.968765521106957239e-01,2.838702387556660369e+02,1.066856511014005610e-01
6.366666666666666252e+00,2.838702387556660369e+02,3.595801063609787889e+02,3.913019825266203511e-01,2.861912506123676394e+02,1.139964546340430096e-01
6.400000000000000355e+00,2.861912506123676394e+02,3.594010903244382575e+02,3.865787182471547290e-01,2.880856996584276999e+02,1.199636558520576490e-01
6.433333333333333570e+00,2.880856996584276999e+02,3.592547645136833694e+02,3.825569996072367140e-01,2.896342022281168624e+02,1.248411828772205828e-01
6.466666666666666785e+00,2.896342022281168624e+02,3.591344108406644295e+02,3.791176796513804348e-01,2.909078529325270779e+02,1.288529719778518934e-01
6.500000000000000000e+00,2.909078529325270779e+02,3.590346273251441858e+02,3.761655993704158263e-01,2.919638185847833824e+02,1.321790891618599972e-01
6.533333333333333215e+00,2.919638185847833824e+02,3.589512336236563783e+02,3.736240584274196919e-01,2.928463379460878286e+02,1.349588792114535807e-01
6.566666666666666430e+00,2.928463379460878286e+02,3.588810317403273871e+02,3.714305576093578920e-01,2.935892540192751312e+02,1.372989419890865981e-01
6.599999999999999645e+00,2.935892540192751312e+02,3.588215678052550288e+02,3.695336229548626950e-01,2.942185350448736472e+02,1.392810731581652084e-01
6.633333333333332860e+00,2.942185350448736472e+02,3.587709390220705359e+02,3.678904537396564534e-01,2.947543174912991617e+02,1.409686992643187364e-01
6.666666666666666963e+00,2.947543174912991617e+02,3.587276496135309571e+02,3.664651693490628137e-01,3.500000000000000000e+02,0.000000000000000000e+00
6.700000000000000178e+00,3.500000000000000000e+02,3.629995975375360899e+02,3.619102258277758222e-01,3.240822220362902044e+02,2.333467487487961844e-01
6.733333333333333393e+00,3.240822220362902044e+02,3.664900759212358139e+02,3.508007827007566526e-01,2.871440036951833008e+02,1.169974692921391252e-01
6.766666666666666607e+00,2.871440036951833008e+02,3.680806365839738419e+02,3.356301682721458679e-01,2.703117902887451578e+02,6.397878053420504030e-02
6.799999999999999822e+00,2.703117902887451578e+02,3.685681647769928873e+02,3.201094530428874041e-01,2.651524909430506796e+02,4.772784076690358979e-02
6.833333333333333037e+00,2.651524909430506796e+02,3.684111849129466805e+02,3.063508651462659160e-01,2.668137407363096258e+02,5.296050290177713171e-02
6.866666666666666252e+00,2.668137407363096258e+02,3.679526317388887833e+02,2.951542175641429511e-01,2.716664100275615397e+02,6.824560870370698085e-02
6.899999999999999467e+00,2.716664100275615397e+02,3.674246942938945608e+02,2.864823721500416864e-01,2.772533429547819424e+02,8.584352353684995829e-02
6.933333333333333570e+00,2.772533429547819424e+02,3.669488565612905973e+02,2.799268888583964499e-01,2.822889272299756840e+02,1.017047812903130594e-01
6.966666666666666785e+00,2.822889272299756840e+02,3.665664357985065180e+02,2.750078909128639282e-01,2.863359202438439866e+02,1.144521400497823249e-01
7.000000000000000000e+00,2.863359202438439866e+02,3.662763674627610726e+02,2.713071744805312102e-01,2.894055875907736208e+02,1.241210845746304747e-01
7.033333333333333215e+00,2.894055875907736208e+02,3.660619837074070233e+02,2.685016266573557742e-01,2.916743178602504827e+02,1.312672097530987458e-01
7.066666666666666430e+00,2.916743178602504827e+02,3.659046118207612039e+02,2.663546484801842529e-01,2.933397162585965816e+02,1.365129393079593800e-01
7.099999999999999645e+00,2.933397162585965816e+02,3.657885913185209574e+02,2.646964070478364239e-01,2.945675108966635207e+02,1.403802893826342491e-01
7.133333333333332860e+00,2.945675108966635207e+02,3.657022024678733487e+02,2.634051688213416287e-01,2.954817266220383658e+02,1.432599177375583621e-01
7.166666666666666963e+00,2.954817266220383658e+02,3.656371011305262755e+02,2.623928838761076521e-01,2.961706658300431059e+02,1.454299623157903065e-01
7.200000000000000178e+00,2.961706658300431059e+02,3.655874567931405181e+02,2.615949875750560039e-01,2.966960303136962125e+02,1.470847735619822128e-01
7.233333333333333393e+00,2.966960303136962125e+02,3.655491970283986234e+02,2.609634158140177740e-01,2.971009168044176931e+02,1.483600990533786856e-01
7.266666666666666607e+00,2.971009168044176931e+02,3.655194483769743670e+02,2.604618696891231044e-01,2.974157338755659907e+02,1.493517207675205682e-01
7.299999999999999822e+00,2.974157338755659907e+02,3.654961513893233018e+02,2.600625876955976468e-01,2.976622757881484631e+02,1.501282870225560673e-01
7.333333333333333037e+00,2.976622757881484631e+02,3.654778038549600296e+02,2.597441136327943156e-01,3.500000000000000000e+02,0.000000000000000000e+00
7.366666666666666252e+00,3.500000000000000000e+02,3.696032103747725159e+02,2.561428016856446832e-01,3.282770154016205879e+02,2.465596541742486048e-01
7.399999999999999467e+00,3.282770154016205879e+02,3.732808410787418438e+02,2.457521782797291721e-01,2.893582452537910399e+02,1.239719640419413987e-01
7.433333333333333570e+00,2.893582452537910399e+02,3.748841393147651502e+02,2.313945349915266236e-01,2.723912356356516398e+02,7.052868950782807678e-02
7.466666666666666785e+00,2.723912356356516398e+02,3.752059618945863804e+02,2.174899659857339740e-01,2.689855269006974368e+02,5.980127018045377357e-02
7.500000000000000000e+00,2.689855269006974368e+02,3.748154592724833378e+02,2.062860904444041854e-01,2.731180467253089432e+02,7.281802425055514116e-02
7.533333333333333215e+00,2.731180467253089432e+02,3.741723337079465068e+02,1.982441433372615358e-01,2.799239655456481159e+02,9.425554306844943775e-02
7.566666666666666430e+00,2.799239655456481159e+02,3.735562065625460946e+02,1.928788045507065230e-01,2.864441718099139393e+02,1.147931145817964460e-01
7.599999999999999645e+00,2.864441718099139393e+02,3.730760400951076008e+02,1.894565935231678766e-01,2.915255652077785840e+02,1.307986634964128370e-01
7.633333333333332860e+00,2.915255652077785840e+02,3.727405079652030508e+02,1.873324616475338100e-01,2.950763561631817993e+02,1.419830678265682489e-01
7.666666666666666963e+00,2.950763561631817993e+02,3.725203514258677728e+02,1.860358193082849443e-01,2.974061773009276521e+02,1.493216191377403634e-01
7.700000000000000178e+00,2.974061773009276521e+02,3.723812229187843172e+02,1.852525763929031011e-01,2.988785139285143941e+02,1.539592360405222238e-01
7.733333333333333393e+00,2.988785139285143941e+02,3.722952886523886491e+02,1.847827450351938183e-01,2.997879189859785924e+02,1.568237115870444731e-01
7.766666666666666607e+00,2.997879189859785924e+02,3.722429618074801283e+02,1.845023174369782026e-01,3.003416712829011317e+02,1.585679397506618293e-01
7.799999999999999822e+00,3.003416712829011317e+02,3.722113906883460572e+02,1.843355914948029972e-01,3.006757747391188786e+02,1.596203103884641927e-01
7.833333333333333037e+00,3.006757747391188786e+02,3.721924610597205287e+02,1.842367985117006335e-01,3.008760987859748184e+02,1.602512980093151462e-01
7.866666666666666252e+00,3.008760987859748184e+02,3.721811606376737700e+02,1.841784634917129904e-01,3.009956862496471786e+02,1.606279787442070894e-01
7.899999999999999467e+00,3.009956862496471786e+02,3.721744433940573344e+02,1.841441072254427491e-01,3.010667719244685827e+02,1.608518868647592359e-01
7.933333333333333570e+00,3.010667719244685827e+02,3.721704633274258640e+02,1.841239266143102071e-01,3.011088912428208459e+02,1.609845557524706150e-01
7.966666666666666785e+00,3.011088912428208459e+02,3.721681100282934267e+02,1.841121212630954518e-01,3.011337951865272089e+02,1.610629990568852032e-01
8.000000000000000000e+00,3.011337951865272089e+02,3.721667235349175371e+02,1.841052362094028894e-01,3.500000000000000000e+02,0.000000000000000000e+00
8.033333333333333215e+00,3.500000000000000000e+02,3.760628978116877761e+02,1.808750787589521181e-01,3.339949088344722554e+02,2.645700729437398535e-01
8.066666666666666430e+00,3.339949088344722554e+02,3.798659066916637812e+02,1.710752290434590095e-01,2.937493158470650201e+02,1.378031102778734807e-01
8.099999999999999645e+00,2.937493158470650201e+02,3.813554542850356484e+02,1.579706716884248241e-01,2.779860799277751653e+02,8.815152383214473752e-02
8.133333333333332860e+00,2.779860799277751653e+02,3.814088955619165517e+02,1.464927274460498530e-01,2.774205340808010192e+02,8.637014793611463848e-02
8.166666666666666075e+00,2.774205340808010192e+02,3.807893859962808847e+02,1.385061734704733649e-01,2.839765350309054952e+02,1.070204667906368007e-01
8.199999999999999289e+00,2.839765350309054952e+02,3.800619755678487763e+02,1.337692267123376522e-01,2.916744039976639442e+02,1.312674810717069929e-01
8.233333333333332504e+00,2.916744039976639442e+02,3.794878218213886498e+02,1.313109714719073451e-01,2.977504239916995630e+02,1.504059392870444600e-01
8.266666666666665719e+00,2.977504239916995630e+02,3.791139924832012298e+02,1.302165619057073787e-01,3.017064976865732433e+02,1.628669172266337672e-01
8.300000000000000711e+00,3.017064976865732433e+02,3.789001486076206788e+02,1.298472563945234914e-01,3.039695146426413430e+02,1.699950464126434302e-01
8.333333333333333925e+00,3.039695146426413430e+02,3.787913317939941180e+02,1.298174696233657666e-01,3.051210757695322400e+02,1.736222735335287704e-01
8.366666666666667140e+00,3.051210757695322400e+02,3.787436416125160576e+02,1.299172665982699926e-01,3.056257602690524209e+02,1.752119462494641233e-01
8.400000000000000355e+00,3.056257602690524209e+02,3.787280442665806390e+02,1.300439184426048500e-01,3.057908202139570903e+02,1.757318577806447346e-01
8.433333333333333570e+00,3.057908202139570903e+02,3.787273209068486608e+02,1.301546134807106403e-01,3.057984752161606821e+02,1.757559697717106795e-01
8.466666666666666785e+00,3.057984752161606821e+02,3.787321697542862466e+02,1.302369876977929330e-01,3.057471619674699923e+02,1.755943415237911642e-01
8.500000000000000000e+00,3.057471619674699923e+02,3.787380689502929840e+02,1.302922728438444255e-01,3.056847333355806313e+02,1.753977016568999125e-01
8.533333333333333215e+00,3.056847333355806313e+02,3.787431549818904273e+02,1.303264188907816978e-01,3.056309100698318844e+02,1.752281672703184801e-01
8.566666666666666430e+00,3.056309100698318844e+02,3.787469096895952703e+02,1.303458807128504426e-01,3.055911756272247430e+02,1.751030103468237120e-01
8.599999999999999645e+00,3.055911756272247430e+02,3.787494149079814179e+02,1.303560195957542966e-01,3.055646639879686859e+02,1.750195030672854479e-01
8.633333333333332860e+00,3.055646639879686859e+02,3.787509539208193701e+02,1.303606869295051429e-01,3.055483772828272322e+02,1.749682026393536982e-01
8.666666666666666075e+00,3.055483772828272322e+02,3.787518263672787384e+02,1.303624038403274898e-01,3.500000000000000000e+02,0.000000000000000000e+00
8.699999999999999289e+00,3.500000000000000000e+02,3.822951445502171737e+02,1.274448006186180427e-01,3.421197084999663502e+02,2.901618483260931525e-01
8.733333333333332504e+00,3.421197084999663502e+02,3.861864166206809159e+02,1.186005268984694494e-01,3.009400644618653473e+02,1.604527793106355626e-01
8.766666666666665719e+00,3.009400644618653473e+02,3.874883301074827955e+02,1.074317679540476855e-01,2.871624788846856973e+02,1.170556630839126450e-01
8.800000000000000711e+00,2.871624788846856973e+02,3.872828229963984086e+02,9.892423077884970883e-02,2.893372714791145768e+02,1.239059001200526061e-01
8.833333333333333925e+00,2.893372714791145768e+02,3.865548912643823769e+02,9.409519499076036964e-02,2.970406571755267464e+02,1.481702911872535833e-01
8.866666666666667140e+00,2.970406571755267464e+02,3.858921970456443660e+02,9.198702231650586481e-02,3.040536625731386948e+02,1.702600984785205274e-01
8.900000000000000355e+00,3.040536625731386948e+02,3.854680092537839187e+02,9.139399657492003337e-02,3.085426579345037794e+02,1.843996915405353987e-01
8.933333333333333570e+00,3.085426579345037794e+02,3.852524859953240366e+02,9.146871404083535551e-02,3.108234470709600714e+02,1.915838001558647641e-01
8.966666666666666785e+00,3.108234470709600714e+02,3.851685234514455374e+02,9.174395307340928174e-02,3.117119862444848764e+02,1.943825516184813917e-01
9.000000000000000000e+00,3.117119862444848764e+02,3.851518759786212058e+02,9.200975043592642122e-02,3.118881592266424150e+02,1.949374673792924340e-01
9.033333333333333215e+00,3.118881592266424150e+02,3.851622911672718033e+02,9.219888829775683969e-02,3.117779398039305647e+02,1.945902944242725308e-01
9.066666666666666430e+00,3.117779398039305647e+02,3.851788884591269948e+02,9.230997457154914432e-02,3.116022978651977269e+02,1.940370513624328219e-01
9.099999999999999645e+00,3.116022978651977269e+02,3.851929765097550558e+02,9.236407766908091843e-02,3.114532101377016602e+02,1.935674496748307771e-01
9.133333333333332860e+00,3.114532101377016602e+02,3.852023208427231680e+02,9.238404814444189928e-02,3.113543231160716118e+02,1.932559719092270534e-01
9.166666666666666075e+00,3.113543231160716118e+02,3.852074902896348476e+02,9.238701073568858502e-02,3.112996171022432463e+02,1.930836570121710616e-01
9.199999999999999289e+00,3.112996171022432463e+02,3.852098190850293804e+02,9.238345060162118927e-02,3.112749724709638031e+02,1.930060304990199593e-01
9.233333333333332504e+00,3.112749724709638031e+02,3.852105520963591516e+02,9.237868301864478326e-02,3.112672153300882201e+02,1.929815967880275929e-01
9.266666666666665719e+00,3.112672153300882201e+02,3.852105469190218514e+02,9.237482450636727571e-02,3.112672701196030403e+02,1.929817693659478806e-01
9.300000000000000711e+00,3.112672701196030403e+02,3.852102929975795291e+02,9.237234186408375958e-02,3.112699572600593001e+02,1.929902334140150000e-01
9.333333333333333925e+00,3.112699572600593001e+02,3.852100259374664688e+02,9.237101061711304462e-02,3.500000000000000000e+02,0.000000000000000000e+00
9.366666666666667140e+00,3.500000000000000000e+02,3.882753921480846770e+02,8.992792497123143491e-02,3.500000000000000000e+02,0.000000000000000000e+00
9.400000000000000355e+00,3.500000000000000000e+02,3.920405116335234084e+02,8.261739357534632344e-02,3.130666797738106766e+02,1.986496122158856736e-01
9.433333333333333570e+00,3.130666797738106766e+02,3.933194765369923402e+02,7.387727332753350751e-02,2.995319490974747509e+02,1.560174487669214460e-01
9.466666666666666785e+00,2.995319490974747509e+02,3.930428167381618323e+02,6.805172230287497015e-02,3.024597197157176538e+02,1.652394420612716686e-01
9.500000000000000000e+00,3.024597197157176538e+02,3.923730747716621181e+02,6.546166631223802879e-02,3.095473083701263022e+02,1.875641742779287358e-01
9.533333333333333215e+00,3.095473083701263022e+02,3.918654056791432936e+02,6.481050559461097593e-02,3.149197501168118833e+02,2.044864773618894904e-01
9.566666666666666430e+00,3.149197501168118833e+02,3.916067186238009867e+02,6.496096867504272399e-02,3.176573229884489820e+02,2.131093792066330317e-01
9.599999999999999645e+00,3.176573229884489820e+02,3.915184023115359082e+02,6.528862722458250722e-02,3.185919362038647478e+02,2.160532562821356195e-01
9.633333333333332860e+00,3.185919362038647478e+02,3.915123594404979599e+02,6.554828408919360916e-02,3.186558852862739855e+02,2.162546853167338912e-01
9.666666666666666075e+00,3.186558852862739855e+02,3.915326527359150077e+02,6.569297376257536569e-02,3.184411301454096019e+02,2.155782421361656376e-01
9.699999999999999289e+00,3.184411301454096019e+02,3.915532889236818050e+02,6.575075431617603827e-02,3.182227463235765299e+02,2.148903692106057250e-01
9.733333333333332504e+00,3.182227463235765299e+02,3.915664790988225832e+02,6.576168490262139510e-02,3.180831604228063725e+02,2.144506967059131297e-01
9.766666666666665719e+00,3.180831604228063725e+02,3.915726308972360812e+02,6.575480428863623994e-02,3.180180586092418480e+02,2.142456367588079502e-01
9.800000000000000711e+00,3.180180586092418480e+02,3.915744593191504350e+02,6.574518033658893756e-02,3.179987092134085742e+02,2.141846893616514147e-01
9.833333333333333925e+00,3.179987092134085742e+02,3.915743374566664556e+02,6.573827361795681057e-02,3.179999988312047776e+02,2.141887514444507090e-01
9.866666666666667140e+00,3.179999988312047776e+02,3.915736842017725508e+02,6.573470704253592256e-02,3.180069119443230647e+02,2.142105266075808867e-01
9.900000000000000355e+00,3.180069119443230647e+02,3.915731138108575919e+02,6.573343624833365151e-02,3.180129481439038841e+02,2.142295396380795025e-01
9.933333333333333570e+00,3.180129481439038841e+02,3.915727769414241379e+02,6.573331127898274229e-02,3.180165130869625045e+02,2.142407686191946381e-01
9.966666666666666785e+00,3.180165130869625045e+02,3.915726327470436559e+02,6.573357102484390924e-02,3.180180390335303855e+02,2.142455750985440555e-01
1.000000000000000000e+01,3.180180390335303855e+02,3.915725967565061865e+02,6.573385616441902723e-02,3.180180390335303855e+02,2.142455750985440555e-01
