0.000000000000000000e+00,3.000000000000000000e+02,3.244754434315989897e+02,8.772529460809700419e-01,3.000000000000000000e+02
3.333333333333333287e-02,2.500000000000000000e+02,3.210539903874181960e+02,8.777833148509553984e-01,3.000000000000000000e+02
6.666666666666666574e-02,2.500000000000000000e+02,3.177939378449736978e+02,8.791571628540204575e-01,3.000000000000000000e+02
1.000000000000000056e-01,2.500000000000000000e+02,3.147264494833665935e+02,8.811140299384584429e-01,3.000000000000000000e+02
1.333333333333333315e-01,2.500000000000000000e+02,3.118669011064122287e+02,8.834651032827367523e-01,3.000000000000000000e+02
1.666666666666666574e-01,2.500000000000000000e+02,3.092195831846203760e+02,8.860752402522621418e-01,3.000000000000000000e+02
2.000000000000000111e-01,2.500000000000000000e+02,3.067813956968976754e+02,8.888482819025830262e-01,3.000000000000000000e+02
2.333333333333333370e-01,2.500000000000000000e+02,3.045445634549996043e+02,8.917159020675285985e-01,3.000000000000000000e+02
2.666666666666666630e-01,2.500000000000000000e+02,3.024985463727602450e+02,8.946295130728433298e-01,3.000000000000000000e+02
2.999999999999999889e-01,2.500000000000000000e+02,3.006313382146642539e+02,8.975544864657767352e-01,3.000000000000000000e+02
3.333333333333333148e-01,2.500000000000000000e+02,2.989303330425485115e+02,9.004661071197461730e-01,3.000000000000000000e+02
3.666666666666666408e-01,2.500000000000000000e+02,2.973829002272211142e+02,9.033467615251754568e-01,3.000000000000000000e+02
4.000000000000000222e-01,2.500000000000000000e+02,2.959767336298328360e+02,9.061839144681479441e-01,3.000000000000000000e+02
4.333333333333333481e-01,2.500000000000000000e+02,2.947000711236117354e+02,9.089687151114985708e-01,3.000000000000000000e+02
4.666666666666666741e-01,2.500000000000000000e+02,2.935418196700284739e+02,9.116950029303438896e-01,3.000000000000000000e+02
5.000000000000000000e-01,2.500000000000000000e+02,2.924916144248641672e+02,9.143585939383626071e-01,3.000000000000000000e+02
5.333333333333333259e-01,2.500000000000000000e+02,2.915398405541847637e+02,9.169567685706810911e-01,3.000000000000000000e+02
5.666666666666666519e-01,2.500000000000000000e+02,2.906776173260182645e+02,9.194878957053322921e-01,3.000000000000000000e+02
5.999999999999999778e-01,2.553264647848396578e+02,2.902503972444417855e+02,9.219478552233596469e-01,3.000000000000000000e+02
6.333333333333333037e-01,2.704421441627889635e+02,2.908671229633803250e+02,9.243246809667367003e-01,3.000000000000000000e+02
6.666666666666666297e-01,2.799043048256518773e+02,2.920541807074829990e+02,9.266050894020201323e-01,3.070000000000000000e+02
6.999999999999999556e-01,3.269905086286070173e+02,2.962585826635730086e+02,9.287440078448229164e-01,3.070000000000000000e+02
7.333333333333332815e-01,3.246319647625142011e+02,2.999209013533887287e+02,9.306845621171530025e-01,3.070000000000000000e+02
7.666666666666666075e-01,3.180405913578070454e+02,3.028177818922916913e+02,9.324131992166083682e-01,3.070000000000000000e+02
8.000000000000000444e-01,3.079397418666238195e+02,3.047902947733676342e+02,9.339433455272677653e-01,3.070000000000000000e+02
8.333333333333333703e-01,3.027060286798216566e+02,3.062471869132344864e+02,9.353027470454557957e-01,3.070000000000000000e+02
8.666666666666666963e-01,2.969406489669856342e+02,3.071988159528013966e+02,9.365212244544565134e-01,3.070000000000000000e+02
9.000000000000000222e-01,2.922502457367494344e+02,3.077598111465141528e+02,9.376334976653982745e-01,3.070000000000000000e+02
9.333333333333333481e-01,2.886036977261111929e+02,3.080320630844386756e+02,9.386704741829792198e-01,3.070000000000000000e+02
9.666666666666666741e-01,2.859474754940791286e+02,3.081050795379963461e+02,9.396564042266440930e-01,3.070000000000000000e+02
1.000000000000000000e+00,2.841036820567262566e+02,3.080491014050936087e+02,9.406082566037697879e-01,3.070000000000000000e+02
1.033333333333333215e+00,2.829172129445960309e+02,3.079183947968773509e+02,9.415367413310119504e-01,3.070000000000000000e+02
1.066666666666666652e+00,2.822807971032076466e+02,3.077557412569813664e+02,9.424475271493754081e-01,3.070000000000000000e+02
1.100000000000000089e+00,2.820099906367814242e+02,3.075881864977217219e+02,9.433427347856971901e-01,3.070000000000000000e+02
1.133333333333333304e+00,2.819895091934501465e+02,3.074329032915188122e+02,9.442223582180869768e-01,3.070000000000000000e+02
1.166666666666666741e+00,2.821229656459544799e+02,3.072992303381148531e+02,9.450852281418239409e-01,3.070000000000000000e+02
